ptr,Data center,Peeringdb for data center,verified
mpr2.yul2,740 Notre-Dame Ouest,https://www.peeringdb.com/fac/394,yes
mpr1.yul1,625 Rue Belmont Montréal, QC H3B 2M1,N/A,no
